cap.shape,,cap.surface,cap.color,bruises,odor,gill.attachment,gill.spacing,gill.size,gill.color,stalk.shape,stalk.surface.above.ring,stalk.surface.below.ring,stalk.color.above.ring,stalk.color.below.ring,veil.color,ring.number,ring.type,spore.print.color,population,habitat,class
x,1,s,e,f,s,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d,p
f,1,s,e,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,d,p
x,1,f,g,f,n,f,w,b,g,e,k,k,w,w,w,t,p,w,s,g,e
x,1,s,e,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,p,p
f,1,s,n,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,p,p
x,1,s,e,f,s,f,c,n,b,t,k,s,w,w,w,o,e,w,v,l,p
b,1,f,g,f,n,f,w,b,w,e,s,s,w,w,w,t,p,w,s,g,e
f,1,y,n,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,d,p
f,1,s,n,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l,p
f,1,y,n,f,f,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d,p
x,1,y,e,f,s,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d,p
k,1,f,g,f,n,f,w,b,p,e,k,s,w,w,w,t,p,w,s,g,e
b,1,s,n,f,n,a,c,b,y,e,s,s,o,o,n,o,p,o,c,l,e
f,1,y,n,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,l,p
f,1,s,n,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,l,p
x,1,s,e,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d,p
x,1,f,w,f,n,f,w,b,g,e,s,k,w,w,w,t,p,w,n,g,e
x,1,s,e,f,y,f,c,n,b,t,k,s,p,w,w,o,e,w,v,l,p
x,1,s,n,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d,p
f,1,s,n,f,y,f,c,n,b,t,k,k,w,p,w,o,e,w,v,p,p
x,1,y,e,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p,p
f,1,s,n,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p,p
f,1,s,n,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d,p
x,1,s,n,f,s,f,c,n,b,t,s,k,w,w,w,o,e,w,v,l,p
f,1,s,e,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,l,p
f,1,y,n,f,f,f,c,n,b,t,s,k,w,p,w,o,e,w,v,p,p
f,1,y,e,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l,p
f,1,y,n,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l,p
f,1,s,n,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p,p
x,1,y,e,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,p,p
f,1,y,n,f,y,f,c,n,b,t,k,k,p,p,w,o,e,w,v,d,p
f,1,y,e,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l,p
x,1,y,e,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p,p
f,1,s,e,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,p,p
x,1,s,e,f,f,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p,p
f,1,s,e,f,y,f,c,n,b,t,k,k,w,w,w,o,e,w,v,p,p
f,1,s,e,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p,p
f,1,s,n,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l,p
f,1,y,n,f,s,f,c,n,b,t,k,k,p,w,w,o,e,w,v,p,p
f,1,s,n,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d,p
f,1,s,e,f,s,f,c,n,b,t,k,s,p,p,w,o,e,w,v,l,p
f,1,y,e,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,l,p
x,1,s,g,f,n,f,w,b,w,e,k,s,w,w,w,t,p,w,n,g,e
k,1,y,n,f,y,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d,p
f,1,s,n,f,s,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p,p
x,1,s,e,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,p,p
f,1,s,e,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l,p
f,1,y,e,f,f,f,c,n,b,t,k,k,w,p,w,o,e,w,v,p,p
f,1,s,e,f,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l,p
k,1,y,e,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p,p
b,1,s,n,f,n,a,c,b,n,e,s,s,o,o,o,o,p,o,c,l,e
f,1,y,e,f,s,f,c,n,b,t,k,s,p,w,w,o,e,w,v,l,p
f,1,y,n,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,d,p
f,1,y,n,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,p,p
k,1,y,n,f,m,f,c,b,w,e,k,y,c,c,w,n,n,w,c,d,p
x,1,s,e,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,p,p
f,1,s,e,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l,p
f,1,y,n,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p,p
f,1,s,n,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l,p
f,1,y,e,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,p,p
x,1,s,e,f,f,f,c,n,b,t,k,s,w,p,w,o,e,w,v,d,p
x,1,s,e,f,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l,p
x,1,s,n,f,y,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d,p
x,1,s,e,f,s,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p,p
x,1,s,n,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l,p
f,1,y,e,f,y,f,c,n,b,t,k,s,w,p,w,o,e,w,v,d,p
f,1,y,e,f,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l,p
f,1,y,n,f,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l,p
f,1,y,n,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,d,p
x,1,y,e,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d,p
k,1,f,g,f,n,f,w,b,w,e,k,k,w,w,w,t,p,w,n,g,e
f,1,s,e,f,s,f,c,n,b,t,s,k,w,w,w,o,e,w,v,p,p
x,1,y,e,f,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p,p
f,1,s,e,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p,p
x,1,s,n,f,n,a,c,b,n,e,s,s,o,o,o,o,p,y,v,l,e
f,1,s,n,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,l,p
k,1,y,e,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p,p
x,1,y,c,t,n,f,c,b,w,e,s,s,w,w,w,t,p,w,y,p,e
b,1,s,n,f,n,a,c,b,n,e,s,s,o,o,n,o,p,y,c,l,e
k,1,s,g,f,n,f,w,b,w,e,s,k,w,w,w,t,p,w,n,g,e
x,1,f,g,f,n,f,w,b,g,e,s,k,w,w,w,t,p,w,s,g,e
x,1,s,n,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d,p
k,1,y,e,f,f,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p,p
b,1,y,y,f,n,f,w,n,y,e,y,y,y,y,y,o,e,w,c,l,p
x,1,s,e,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,d,p
b,1,s,g,f,n,f,w,b,g,e,k,k,w,w,w,t,p,w,n,g,e
k,1,y,e,f,f,f,c,n,b,t,s,k,w,p,w,o,e,w,v,p,p
f,1,s,e,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,d,p
f,1,y,n,f,y,f,c,n,b,t,k,s,p,w,w,o,e,w,v,p,p
k,1,s,e,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,d,p
f,1,s,e,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,l,p
b,1,f,g,f,n,f,w,b,p,e,k,k,w,w,w,t,p,w,n,g,e
f,1,s,n,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p,p
x,1,y,p,t,n,f,c,b,w,e,s,s,w,w,w,t,p,w,y,p,e
f,1,s,n,f,y,f,c,n,b,t,k,k,w,p,w,o,e,w,v,d,p
b,1,s,w,f,n,f,w,b,w,e,s,k,w,w,w,t,p,w,n,g,e
x,1,y,e,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,p,p
f,1,y,e,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,l,p
k,1,y,n,f,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d,p
x,1,f,w,f,n,f,w,b,p,e,s,s,w,w,w,t,p,w,s,g,e
b,1,s,w,f,n,f,w,b,p,e,s,s,w,w,w,t,p,w,n,g,e
k,1,s,n,f,y,f,c,n,b,t,s,k,w,p,w,o,e,w,v,l,p
f,1,y,n,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,l,p
x,1,s,e,f,f,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d,p
k,1,y,e,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,p,p
x,1,s,n,f,s,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l,p
k,1,s,e,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l,p
k,1,s,n,f,s,f,c,n,b,t,k,s,w,w,w,o,e,w,v,d,p
f,1,s,n,f,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p,p
k,1,s,e,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,d,p
k,1,s,e,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l,p
k,1,y,n,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l,p
k,1,s,n,f,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,p,p
k,1,y,n,f,s,f,c,n,b,t,k,s,p,p,w,o,e,w,v,l,p
k,1,s,n,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l,p
x,1,y,e,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l,p
k,1,y,n,f,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,d,p
f,1,s,n,f,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p,p
k,1,y,e,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d,p
x,1,s,n,f,n,f,c,b,w,e,y,y,n,n,w,t,p,w,y,d,e
f,1,s,n,f,f,f,c,n,b,t,k,k,w,p,w,o,e,w,v,d,p
k,1,s,n,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l,p
k,1,f,w,f,n,f,w,b,w,e,s,s,w,w,w,t,p,w,s,g,e
f,1,y,e,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,d,p
x,1,s,n,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,l,p
f,1,s,n,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p,p
k,1,s,e,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p,p
b,1,s,n,f,n,f,c,b,w,e,y,y,n,n,w,t,p,w,y,p,e
k,1,s,e,f,y,f,c,n,b,t,k,s,p,w,w,o,e,w,v,p,p
x,1,s,n,f,f,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p,p
f,1,s,e,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l,p
b,1,s,n,f,n,a,c,b,n,e,s,s,o,o,n,o,p,n,c,l,e
k,1,y,e,f,y,f,c,n,b,t,k,s,w,p,w,o,e,w,v,l,p
k,1,s,n,f,n,a,c,b,y,e,s,s,o,o,o,o,p,o,c,l,e
f,1,y,e,f,s,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d,p
k,1,y,e,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d,p
k,1,f,w,f,n,f,w,b,p,e,k,s,w,w,w,t,p,w,s,g,e
k,1,y,e,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,d,p
k,1,y,n,f,s,f,c,n,b,t,k,s,w,p,w,o,e,w,v,l,p
k,1,s,e,f,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,l,p
x,1,s,e,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p,p
k,1,s,g,f,n,f,w,b,w,e,s,k,w,w,w,t,p,w,s,g,e
k,1,y,e,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d,p
b,1,s,w,f,n,f,w,b,g,e,s,s,w,w,w,t,p,w,s,g,e
k,1,s,e,f,s,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p,p
f,1,s,n,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,p,p
f,1,y,n,f,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,d,p
k,1,s,g,f,n,f,w,b,p,e,s,k,w,w,w,t,p,w,s,g,e
x,1,s,e,f,f,f,c,n,b,t,s,s,w,w,w,o,e,w,v,d,p
x,1,f,w,f,n,f,w,b,g,e,k,k,w,w,w,t,p,w,s,g,e
k,1,f,w,f,n,f,w,b,g,e,k,k,w,w,w,t,p,w,n,g,e
f,1,s,e,f,s,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d,p
f,1,s,g,t,n,f,c,b,w,e,s,s,w,w,w,t,p,w,v,p,e
x,1,s,e,f,y,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d,p
x,1,s,n,f,s,f,c,n,b,t,k,s,w,p,w,o,e,w,v,d,p
k,1,f,w,f,n,f,w,b,g,e,k,s,w,w,w,t,p,w,n,g,e
k,1,y,c,f,m,f,c,b,w,e,k,y,c,c,w,n,n,w,c,d,p
x,1,f,g,f,n,f,w,b,g,e,s,s,w,w,w,t,p,w,s,g,e
x,1,s,n,f,n,a,c,b,n,e,s,s,o,o,o,o,p,o,v,l,e
k,1,y,e,f,s,f,c,n,b,t,k,s,w,p,w,o,e,w,v,p,p
k,1,f,w,f,n,f,w,b,p,e,s,s,w,w,w,t,p,w,n,g,e
x,1,f,g,f,n,f,w,b,g,e,k,s,w,w,w,t,p,w,s,g,e
f,1,s,n,f,n,a,c,b,o,e,s,s,o,o,o,o,p,n,v,l,e
f,1,y,n,f,s,f,c,n,b,t,k,s,w,w,w,o,e,w,v,d,p
f,1,y,e,f,y,f,c,n,b,t,k,s,w,p,w,o,e,w,v,p,p
f,1,y,e,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,d,p
k,1,s,g,f,n,f,w,b,w,e,k,k,w,w,w,t,p,w,s,g,e
b,1,s,n,f,n,a,c,b,y,e,s,s,o,o,n,o,p,y,c,l,e
k,1,y,n,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l,p
k,1,s,n,f,y,f,c,n,b,t,k,s,w,w,w,o,e,w,v,d,p
k,1,s,e,f,s,f,c,n,b,t,s,k,w,w,w,o,e,w,v,l,p
x,1,s,e,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,d,p
x,1,s,n,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d,p
k,1,y,n,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d,p
x,1,s,p,t,n,f,c,b,w,e,s,s,w,w,w,t,p,w,y,p,e
x,1,y,n,f,m,a,c,b,w,e,k,y,c,c,w,n,n,w,c,d,p
k,1,s,n,f,s,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p,p
f,1,y,e,f,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d,p
f,1,s,c,t,n,f,c,b,w,e,s,s,w,w,w,t,p,w,y,p,e
f,1,y,n,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l,p
x,1,s,e,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,l,p
f,1,y,e,f,y,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l,p
x,1,s,n,f,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p,p
f,1,s,n,f,n,a,c,b,y,e,s,s,o,o,n,o,p,n,c,l,e
x,1,y,e,f,s,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p,p
x,1,y,e,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d,p
k,1,s,e,f,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l,p
x,1,s,e,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,l,p
k,1,y,e,f,s,f,c,n,b,t,k,s,p,w,w,o,e,w,v,p,p
k,1,s,e,f,s,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l,p
k,1,f,g,f,n,f,w,b,g,e,s,s,w,w,w,t,p,w,n,g,e
f,1,s,n,f,n,a,c,b,n,e,s,s,o,o,n,o,p,n,v,l,e
f,1,y,n,f,m,f,c,b,w,e,k,y,c,c,w,n,n,w,c,d,p
f,1,s,n,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l,p
k,1,s,e,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,l,p
x,1,f,g,f,n,f,w,b,g,e,k,k,w,w,w,t,p,w,n,g,e
k,1,y,e,f,f,f,c,n,b,t,k,k,w,p,w,o,e,w,v,p,p
x,1,y,c,f,m,a,c,b,y,e,k,y,c,c,w,n,n,w,c,d,p
k,1,y,e,f,s,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l,p
b,1,s,w,f,n,f,w,b,p,e,s,k,w,w,w,t,p,w,s,g,e
x,1,s,e,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p,p
f,1,s,e,f,y,f,c,n,b,t,k,k,p,p,w,o,e,w,v,p,p
k,1,y,e,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d,p
k,1,y,n,f,m,a,c,b,w,e,k,y,c,c,w,n,n,w,c,d,p
f,1,y,e,f,y,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d,p
k,1,s,n,f,f,f,c,n,b,t,s,k,w,p,w,o,e,w,v,p,p
k,1,y,n,f,f,f,c,n,b,t,k,s,w,p,w,o,e,w,v,p,p
x,1,s,e,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l,p
k,1,y,e,f,y,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p,p
k,1,f,w,f,n,f,w,b,w,e,k,k,w,w,w,t,p,w,n,g,e
x,1,s,n,f,s,f,c,n,b,t,k,s,p,p,w,o,e,w,v,d,p
x,1,s,e,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d,p
k,1,s,e,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,p,p
f,1,y,e,f,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l,p
f,1,s,n,f,n,a,c,b,n,e,s,s,o,o,n,o,p,y,v,l,e
k,1,y,e,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d,p
k,1,s,e,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d,p
k,1,s,e,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l,p
k,1,s,e,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,d,p
f,1,y,e,f,f,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d,p
f,1,s,n,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,d,p
f,1,y,c,f,m,f,c,b,w,e,k,y,c,c,w,n,n,w,c,d,p
x,1,y,e,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,l,p
f,1,y,e,f,f,f,c,n,b,t,k,s,w,p,w,o,e,w,v,p,p
f,1,s,e,f,f,f,c,n,b,t,k,k,w,p,w,o,e,w,v,l,p
x,1,s,e,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,d,p
k,1,s,g,f,n,f,w,b,w,e,k,s,w,w,w,t,p,w,s,g,e
b,1,s,g,f,n,f,w,b,g,e,s,k,w,w,w,t,p,w,n,g,e
x,1,s,n,f,s,f,c,n,b,t,s,s,w,p,w,o,e,w,v,l,p
k,1,s,n,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d,p
x,1,s,n,f,y,f,c,n,b,t,k,k,p,p,w,o,e,w,v,p,p
f,1,y,e,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,p,p
f,1,s,e,f,y,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d,p
f,1,y,n,f,m,f,c,b,y,e,k,y,c,c,w,n,n,w,c,d,p
b,1,f,g,f,n,f,w,b,g,e,k,s,w,w,w,t,p,w,s,g,e
b,1,s,n,f,n,a,c,b,y,e,s,s,o,o,o,o,p,y,c,l,e
f,1,y,n,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l,p
k,1,s,n,f,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,d,p
k,1,s,n,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p,p
b,1,s,g,f,n,f,w,b,w,e,s,s,w,w,w,t,p,w,n,g,e
k,1,y,n,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,d,p
x,1,s,n,f,f,f,c,n,b,t,k,s,p,p,w,o,e,w,v,d,p
f,1,y,n,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p,p
k,1,s,n,f,f,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d,p
b,1,f,w,f,n,f,w,b,p,e,k,s,w,w,w,t,p,w,s,g,e
k,1,s,e,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l,p
k,1,s,n,f,n,a,c,b,y,e,s,s,o,o,o,o,p,y,c,l,e
k,1,y,n,f,s,f,c,n,b,t,s,s,w,p,w,o,e,w,v,l,p
k,1,y,n,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p,p
k,1,s,g,f,n,f,w,b,g,e,k,k,w,w,w,t,p,w,n,g,e
k,1,y,n,f,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,p,p
k,1,s,e,f,f,f,c,n,b,t,s,s,w,p,w,o,e,w,v,l,p
f,1,s,n,f,n,a,c,b,y,e,s,s,o,o,o,o,p,y,v,l,e
x,1,s,e,f,s,f,c,n,b,t,k,s,w,p,w,o,e,w,v,p,p
x,1,s,g,f,n,f,w,b,p,e,k,s,w,w,w,t,p,w,s,g,e
k,1,y,e,f,s,f,c,n,b,t,k,k,p,p,w,o,e,w,v,p,p
f,1,s,n,f,n,a,c,b,n,e,s,s,o,o,o,o,p,y,v,l,e
f,1,y,e,f,m,f,c,b,y,e,k,y,c,c,w,n,n,w,c,d,p
b,1,s,g,f,n,f,w,b,g,e,k,k,w,w,w,t,p,w,s,g,e
f,1,y,n,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,p,p
b,1,s,n,f,n,a,c,b,o,e,s,s,o,o,n,o,p,b,c,l,e
b,1,s,g,f,n,f,w,b,w,e,k,s,w,w,w,t,p,w,n,g,e
k,1,s,n,f,n,a,c,b,n,e,s,s,o,o,o,o,p,y,c,l,e
k,1,s,n,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,l,p
k,1,y,n,f,y,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p,p
f,1,s,e,f,y,f,c,n,b,t,s,k,w,p,w,o,e,w,v,p,p
k,1,s,n,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l,p
b,1,s,n,f,n,a,c,b,y,e,s,s,o,o,o,o,p,y,v,l,e
k,1,f,g,f,n,f,w,b,w,e,k,k,w,w,w,t,p,w,s,g,e
k,1,y,e,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,l,p
k,1,y,e,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p,p
k,1,s,n,f,y,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l,p
f,1,s,n,f,n,a,c,b,n,e,s,s,o,o,o,o,p,n,c,l,e
k,1,s,e,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,d,p
x,1,s,n,f,n,a,c,b,o,e,s,s,o,o,o,o,p,o,v,l,e
k,1,y,e,f,f,f,c,n,b,t,s,s,w,p,w,o,e,w,v,d,p
k,1,f,g,f,n,f,w,b,g,e,s,s,w,w,w,t,p,w,s,g,e
k,1,y,n,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p,p
f,1,y,n,f,m,a,c,b,w,e,k,y,c,c,w,n,n,w,c,d,p
k,1,y,e,f,y,f,c,n,b,t,k,k,w,p,w,o,e,w,v,p,p
k,1,s,g,f,n,f,w,b,g,e,s,s,w,w,w,t,p,w,n,g,e
k,1,s,n,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d,p
k,1,y,n,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,l,p
k,1,s,w,f,n,f,w,b,w,e,k,s,w,w,w,t,p,w,s,g,e
b,1,s,w,f,n,f,w,b,w,e,k,s,w,w,w,t,p,w,s,g,e
k,1,s,n,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,d,p
x,1,s,w,f,n,f,w,b,w,e,s,k,w,w,w,t,p,w,n,g,e
b,1,s,n,f,n,a,c,b,n,e,s,s,o,o,o,o,p,n,v,l,e
k,1,s,n,f,s,f,c,n,b,t,k,s,w,p,w,o,e,w,v,d,p
k,1,y,n,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p,p
k,1,s,e,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d,p
k,1,s,g,f,n,f,w,b,w,e,s,s,w,w,w,t,p,w,n,g,e
k,1,s,e,f,s,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l,p
k,1,y,e,f,s,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l,p
b,1,s,n,f,n,a,c,b,o,e,s,s,o,o,n,o,p,n,c,l,e
x,1,s,g,t,n,f,c,b,w,e,s,s,w,w,w,t,p,w,y,p,e
f,1,y,e,f,s,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p,p
k,1,y,e,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l,p
b,1,f,w,f,n,f,w,b,w,e,k,k,w,w,w,t,p,w,n,g,e
f,1,s,n,f,n,a,c,b,n,e,s,s,o,o,o,o,p,o,c,l,e
x,1,f,w,f,n,f,w,b,g,e,k,s,w,w,w,t,p,w,s,g,e
k,1,y,e,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,l,p
k,1,y,e,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,l,p
x,1,s,g,f,n,f,w,b,p,e,k,s,w,w,w,t,p,w,n,g,e
x,1,s,w,f,n,f,w,b,g,e,s,k,w,w,w,t,p,w,n,g,e
k,1,y,n,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,d,p
b,1,f,w,f,n,f,w,b,p,e,k,k,w,w,w,t,p,w,n,g,e
k,1,s,n,f,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l,p
x,1,y,n,f,m,f,c,b,y,e,k,y,c,c,w,n,n,w,c,d,p
k,1,y,n,f,f,f,c,n,b,t,k,s,w,p,w,o,e,w,v,l,p
x,1,y,e,f,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d,p
f,1,s,n,f,n,a,c,b,y,e,s,s,o,o,n,o,p,y,v,l,e
b,1,s,g,f,n,f,w,b,p,e,s,s,w,w,w,t,p,w,n,g,e
k,1,s,n,f,y,f,c,n,b,t,k,k,w,w,w,o,e,w,v,d,p
b,1,f,w,f,n,f,w,b,g,e,s,s,w,w,w,t,p,w,s,g,e
